,id,name,name_scientific,description,itis_id,wikipedia_id,wikipedia_id.1,picture_content_type,picture_file_size,picture_updated_at,legacy_id,food_group,food_subgroup,food_type,created_at,updated_at,creator_id,updater_id,export_to_afcdb,category,ncbi_taxonomy_id,export_to_foodb
262,263,Radish (var.),Raphanus sativus var. sativus,"The radish (<i>Raphanus raphanistrum</i> subsp. <i>sativus</i>) is an edible root vegetable of the Brassicaceae family that was domesticated in Europe in pre-Roman times. Radishes are grown and consumed throughout the world, being mostly eaten raw as a crunchy salad vegetable. They have numerous varieties, varying in size, flavor, color, and length of time they take to mature. Radishes owe their sharp flavor to the various chemical compounds produced by the plants, including glucosinolate, myrosinase, and isothiocyanate. They are sometimes grown as companion plants and suffer from few pests and diseases. They germinate quickly and grow rapidly, smaller varieties being ready for consumption within a month, while larger daikon varieties take several months. Another use of radish is as cover or catch crop in winter or as a forage crop. Some radishes are grown for their seeds; daikon, for instance, may be grown for oil production. Others are used for sprouting.",,,263.jpg,image/jpeg,175513.0,2012-04-20 09:30:53 UTC,283.0,Vegetables,Root vegetables,Type 1,2011-02-09 00:37:29 UTC,2017-06-22 22:07:23 UTC,,,False,specific,240228.0,True
263,264,Red beetroot,Beta vulgaris var. rubra,"The beetroot is the taproot portion of the beet plant, also known in North America as the table beet, garden beet, red or golden beet, or informally simply as the beet. It is several of the cultivated varieties of beet (<i>Beta vulgaris</i>) grown for their edible taproots and their greens. These varieties have been classified as <i>B. vulgaris</i> subsp. <i>vulgaris</i> Conditiva Group. Other than as a food, its uses include food coloring and as a medicinal plant. Many beet products are made from other <i>Beta vulgaris</i> varieties, particularly sugar beet. (Wikipedia)",,Beetroot,264.jpg,image/jpeg,39556.0,2012-04-20 09:30:15 UTC,284.0,Vegetables,Root vegetables,Type 1,2011-02-09 00:37:29 UTC,2015-10-02 21:24:43 UTC,,,True,specific,,True
264,265,Sweet rowanberry,Grataegosorbus mitschurinii,,,,265.jpg,image/jpeg,247840.0,2012-04-20 09:41:46 UTC,285.0,Fruits,Berries,Type 1,2011-02-09 00:37:29 UTC,2015-10-02 21:24:43 UTC,,,False,specific,,True
265,266,Pineappple sage,Salvia elegans,"Salvia elegans, commonly called Pineapple sage or Tangerine Sage, is a perennial shrub native to Mexico and Guatemala. It inhabits Madrean and Mesoamerican pine-oak forests between 6,000 and 9,000 ft (1,800 and 2,700 m).
S. elegans has tubular red flowers and an attractive scent to the leaves that is similar to pineapple. The leaves and flowers of S. elegans are edible. The plant is extensively used in Mexican traditional medicine, especially for the treatment of anxiety, and also for lowering of blood pressure. Although scientific information about these medicinal properties is scarce, a preliminary study on mice found support for the plant potentially having antidepressant and antianxiety properties. Pineapple sage has also been shown to have a dose-dependent antihypertensive effect, attributed to its action as an angiotensin II receptor antagonist and inhibitor of the angiotensin converting enzyme.",,Salvia_elegans,266.jpg,image/jpeg,80063.0,2012-04-20 09:43:25 UTC,286.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:29 UTC,2017-03-20 21:26:27 UTC,,,False,specific,888065.0,True
266,267,Skunk currant,Ribes glandulosum,"Ribes glandulosum (skunk currant) is a species of flowering plant in the family Grossulariaceae, native to northern North America. It is a deciduous shrub growing to 0.5��m tall and wide, with palmate leaves and small, spherical white fruits in summer.",24466.0,Ribes glandulosum,267.jpg,image/jpeg,61729.0,2012-04-20 09:30:12 UTC,287.0,Fruits,Berries,Type 1,2011-02-09 00:37:29 UTC,2017-03-20 21:26:27 UTC,,,False,specific,175226.0,True
270,272,Other soy product,,,,,272.jpg,image/jpeg,41524.0,2012-04-20 09:30:20 UTC,293.0,Soy,Soy products,Type 2,2011-02-09 00:37:29 UTC,2017-03-29 20:25:03 UTC,,2.0,False,specific,,False
279,281,Abiyuch,Crateva religiosa,"The flowering tree Crateva religiosa (syn Crataeva religiosa, Crateva adansonii) is called the sacred garlic pear and temple plant, and many other names in a variety of dialects, including Balai Lamok, abiyuch, barna, varuna, and bidasi. The tree is sometimes called the spider tree because the showy flowers bear long, spidery stamens. It is native to Japan, Australia, much of Southeast Asia and several South Pacific islands. It is grown elsewhere for fruit, especially in parts of the African continent. The fruit of the tree is edible. The nectar-filled flowers are attractive to a multitude of insects and birds. The pierid butterfly is a frequent visitor to this plant.",505883.0,Crateva religiosa,281.jpg,image/jpeg,36878.0,2012-04-20 09:38:50 UTC,308.0,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:30 UTC,2017-03-20 21:26:27 UTC,,,False,specific,202634.0,True
280,282,Acerola,Malpighia emarginata,"Malpighia emarginata is a tropical fruit-bearing shrub or small tree in the family Malpighiaceae. Common names include acerola, Barbados cherry, West Indian cherry and wild crepemyrtle. Acerola is native to South America, Southern Mexico and Central America, but is now also being grown as far north as Texas and in subtropical areas of Asia, like India. It is known for being extremely rich in vitamin C, almost as much as camu camu, although it also contains vitamins A, B1, B2 and B3 as well as carotenoids and bioflavonoids which provide important nutritive value and have antioxidant uses. The vitamin C produced by the fruit is better absorbed by human organisms than synthetic ascorbic acid.",29280.0,Malpighia emarginata,282.jpg,image/jpeg,106965.0,2012-04-20 09:33:17 UTC,309.0,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:30 UTC,2017-03-20 21:26:27 UTC,,,False,specific,151847.0,True
281,283,Acorn,Quercus,"The acorn, or oak nut, is the nut of the oaks and their close relatives. It usually contains a single seed (rarely two seeds), enclosed in a tough, leathery shell, and borne in a cup-shaped cupule. Acorns vary from 1���6��cm long and 0.8���4��cm broad. Acorns take between about 6 and 24 months (depending on the species) to mature; see List of Quercus species for details of oak classification, in which acorn morphology and phenology are important factors.",19276.0,Acorn,283.jpg,image/jpeg,65939.0,2012-04-20 09:33:52 UTC,310.0,Nuts,Nuts,Type 1,2011-02-09 00:37:30 UTC,2017-03-20 21:26:27 UTC,,,False,specific,3511.0,True
282,284,Winter squash,Cucurbita maxima,"Winter squash is a summer-growing annual vegetable, representing several species within the genus Cucurbita. It differs from summer squash in that it is harvested and eaten in the mature fruit stage, when the seeds within have matured fully and the skin has hardened into a tough rind. At this stage, most varieties of this fruit can be stored for use during the winter. It is generally cooked before eating.",22369.0,Winter squash,284.jpg,image/jpeg,200081.0,2012-04-20 09:41:55 UTC,311.0,Gourds,Gourds,Type 1,2011-02-09 00:37:30 UTC,2017-03-20 21:26:27 UTC,,,False,specific,3661.0,True
285,287,Alfalfa,Medicago sativa,"Alfalfa, Medicago sativa, also called lucerne, is a perennial flowering plant in the pea family Fabaceae cultivated as an important forage crop in many countries around the world. The Spanish-Arabic (according to wiktionary and the DRAE) name alfalfa is widely used, particularly in North America and Australia. But in the UK, South Africa and New Zealand, the more commonly used name is lucerne. It superficially resembles clover, with clusters of small purple flowers followed by fruits spiralled in 2 to 3 turns containing 10-20 seeds. Alfalfa is native to a warmer temperate climate such as that of Iran (where it is thought to have originated). It has been cultivated as livestock fodder since at least the era of the ancient Greeks and Romans.",183623.0,Alfalfa,287.jpg,image/jpeg,145781.0,2012-04-20 09:42:00 UTC,314.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:30 UTC,2017-03-20 21:26:27 UTC,,,False,specific,3879.0,True
286,288,Allspice,Pimenta dioica,"Allspice, also called Jamaica pepper, pepper, myrtle pepper, pimenta, pimento, English pepper or newspice, is the dried unripe fruit (""berries"", used as a spice) of Pimenta dioica, a midcanopy tree native to the Greater Antilles, southern Mexico, and Central America, now cultivated in many warm parts of the world. The name 'allspice' was coined as early as 1621 by the English, who thought it combined the flavour of cinnamon, nutmeg, and cloves.
Several unrelated fragrant shrubs are called ""Carolina allspice"" (Calycanthus floridus), ""Japanese allspice"" (Chimonanthus praecox), or ""wild allspice"" (Lindera benzoin). Allspice is also sometimes used to refer to the herb costmary (Tanacetum balsamita).",27247.0,Allspice,288.jpg,image/jpeg,112761.0,2012-04-20 09:37:09 UTC,315.0,Herbs and Spices,Spices,Type 1,2011-02-09 00:37:30 UTC,2017-03-20 21:26:27 UTC,,,False,specific,375272.0,True
287,289,Amaranth,Amaranthus,"Amaranthus, collectively known as amaranth,[citation needed] is a cosmopolitan genus of annual or short-lived perennial plants. Catkin-like cymes of densely packed flowers grow in summer or autumn. Approximately 60 species are recognized, with inflorescences and foliage ranging from purple and red to green or gold. Members of this genus share many characteristics and uses with members of the closely related genus Celosia.
Although several species are often considered weeds, people around the world value amaranths as leaf vegetables, cereals, and ornamental plants.
""Amaranth"" derives from Greek ????????? (amarantos), ""unfading,"" with the Greek word for ""flower,"" ????? (anthos), factoring into the word's development as ""amaranth."" The more accurate ""amarant"" is an archaic variant.",20715.0,Amaranth,289.jpg,image/jpeg,633428.0,2012-04-20 09:40:08 UTC,316.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:30 UTC,2017-03-20 21:26:27 UTC,,,False,specific,3564.0,True
288,290,Arrowhead,Sagittaria latifolia,"Sagittaria latifolia is a plant found in shallow wetlands and is sometimes known as broadleaf arrowhead, duck potato, Indian potato, or wapato. This plant produces edible tubers that were extensively used by the Indigenous peoples of the Americas.",38908.0,Sagittaria_latifolia,290.jpg,image/jpeg,43707.0,2012-04-20 09:38:42 UTC,317.0,Vegetables,Tubers,Type 1,2011-02-09 00:37:30 UTC,2017-03-20 21:26:27 UTC,,,False,specific,15008.0,True
289,291,Arrowroot,Maranta arundinacea,"Maranta arundinacea, also known as arrowroot maranta West Indian arrowroot, obedience plant, Bermuda arrowroot, araru, ararao or hulankeeriya, is a large, perennial herb found in rainforest habitats. It is cultivated for a starch obtained from the rhizomes (rootstock), which is called arrowroot. The name 'Arrowroot' lead many ayurveda doctors to use root stock of this plant instead of Curcuma angustifolia (""tikhur"" in Hindi,""Koova"" in Malayalam) a precious medicinal plant.",503694.0,Maranta_arundinacea,291.jpg,image/jpeg,52198.0,2012-04-20 09:39:23 UTC,318.0,Vegetables,Tubers,Type 1,2011-02-09 00:37:30 UTC,2017-03-20 21:26:27 UTC,,,False,specific,210060.0,True
290,292,Asian pear,Pyrus pyrifolia,"Pyrus pyrifolia is a pear tree species native to China, Japan, and Korea. The tree's edible fruit is known by many names, including: Asian pear, Chinese pear, Korean pear, Japanese pear, Taiwan pear, and sand pear. Along with cultivars of P. � bretschneideri and P. ussuriensis, the fruit is also called the nashi pear. Despite being colloquially known as an apple pear due to its appearance and texture, the fruit is not a hybrid of the two. Cultivars derived from Pyrus pyrifolia are grown throughout East Asia, and in other countries such as Australia, New Zealand, and the United States (e.g. , California). Traditionally in East Asia the tree's flowers are a popular symbol of early spring, and it is a common sight in gardens and the countryside. The fruits are generally not baked in pies or made into jams because they have a high water content and a crisp, grainy texture, very different from the buttery European varieties. They are commonly served raw and peeled. The fruit tends to be quite large and fragrant, and when carefully wrapped (it has a tendency to bruise because of its juiciness), it can last for several weeks or more in a cold, dry place.",25296.0,Pyrus pyrifolia,292.jpg,image/jpeg,46639.0,2012-04-20 09:36:50 UTC,319.0,Fruits,Pomes,Type 1,2011-02-09 00:37:30 UTC,2017-03-20 21:26:27 UTC,,,False,specific,3767.0,True
296,298,Bamboo shoots,Phyllostachys edulis,"Bamboo shoots or bamboo sprouts are the edible shoots (new bamboo culms that come out of the ground) of many bamboo species including Bambusa vulgaris and Phyllostachys edulis. They are used in numerous Asian dishes and broths. They are sold in various processed shapes, and are available in fresh, dried, and canned versions.",565400.0,Bamboo_shoots,298.jpg,image/jpeg,432497.0,2012-04-20 09:29:18 UTC,325.0,Vegetables,Shoot vegetables,Type 1,2011-02-09 00:37:31 UTC,2017-03-20 21:26:27 UTC,,,False,specific,38705.0,True
